destination,rank,activity_name,category,affinity_score
"Florianópolis, Santa Catarina, Brazil",6,Catamaran Direct Boat to/from Morro de São Paulo,Cruises & Sailing,0.9607
"Florianópolis, Santa Catarina, Brazil",7,"Private Carnaval Experience with Pickup: Carnival backstage, Drink, Samba & more",Cruises & Sailing,0.9606
"Florianópolis, Santa Catarina, Brazil",8,2 Hours Paradisiac Sailboat Tour in Rio de Janeiro,Cruises & Sailing,0.9606
"Florianópolis, Santa Catarina, Brazil",9,Museums of Modern and Contemporary Art in Rio and Niteroi,Cruises & Sailing,0.9604
"Florianópolis, Santa Catarina, Brazil",10,Petropolis Full Day Private Tour: Imperial City,Cruises & Sailing,0.9604
"Florianópolis, Santa Catarina, Brazil",11,Guided Private Sightseeing in Rio,Cruises & Sailing,0.9604
"Florianópolis, Santa Catarina, Brazil",12,3-Hour Brazilian Cooking Class in Rio de Janeiro,Cruises & Sailing,0.9603
"Florianópolis, Santa Catarina, Brazil",13,Best White Water Rafting in Rio de Janeiro with Lunch Included !,Cruises & Sailing,0.9603
"Florianópolis, Santa Catarina, Brazil",14,Private Helicopter Ride in Rio de Janeiro,Cruises & Sailing,0.9602
"Florianópolis, Santa Catarina, Brazil",15,Private family tour to Christ the Redeemer in Rio de Janeiro,Cruises & Sailing,0.9602
"Florianópolis, Santa Catarina, Brazil",16,Rio Carnival Parade Ticket 2025 with Shuttle Included,Cruises & Sailing,0.9602
"Florianópolis, Santa Catarina, Brazil",17,Tailor made tour,Cruises & Sailing,0.9602
"Florianópolis, Santa Catarina, Brazil",18,Rio Sunrise Private Tour,Cruises & Sailing,0.9601
"Florianópolis, Santa Catarina, Brazil",19,WONDERFUL CITY Private Tour.,Cruises & Sailing,0.9601
"Florianópolis, Santa Catarina, Brazil",20,Tijuca Islands Snorkeling & Whale Watching Boat Tour from Rio,Cruises & Sailing,0.9601
"Karpenisi, Central Greece, Greece",1,Denali Highway Overnight Excursion,Classes & Workshops,0.9297
"Karpenisi, Central Greece, Greece",2,Overnight Denali National Park plus Aurora Chase Tour,Classes & Workshops,0.9224
"Karpenisi, Central Greece, Greece",3,Face The Outdoors Northern Lights Tour Solo Traveler,Classes & Workshops,0.922
"Karpenisi, Central Greece, Greece",4,Denali National Park Plus Aurora Chase Tour,Classes & Workshops,0.9211
"Karpenisi, Central Greece, Greece",5,Aurora and Beyond Premiere Chase Adventure,Classes & Workshops,0.9203
"Karpenisi, Central Greece, Greece",6,Face The Outdoors Private Group Northern Lights Tour,Classes & Workshops,0.92
"Karpenisi, Central Greece, Greece",7,SkyChase™ Private Northern Lights Experience – Luxury Aurora Tour,Classes & Workshops,0.9197
"Karpenisi, Central Greece, Greece",8,Spectacular Chena Hot Springs Northern Lights Experience,Classes & Workshops,0.9195
"Karpenisi, Central Greece, Greece",9,Dog Sledding and Northern Lights Combo Night,Classes & Workshops,0.9194
"Karpenisi, Central Greece, Greece",10,Fairbanks Private Photography Workshop,Classes & Workshops,0.9194
"Karpenisi, Central Greece, Greece",11,Aurora Oval Nightly Northern Lights Chase,Classes & Workshops,0.9193
"Karpenisi, Central Greece, Greece",12,Electric Moose Studios Aurora Adventure W/Portraits & Hot Pizza!!,Classes & Workshops,0.9191
"Karpenisi, Central Greece, Greece",13,Aurora Activity at Sluice Box Sled Dogs,Classes & Workshops,0.9187
"Karpenisi, Central Greece, Greece",14,Luxury RV Small Group Aurora Chasing Tour with Photography,Classes & Workshops,0.9184
"Karpenisi, Central Greece, Greece",15,Half Night Personalized Aurora Chase and Photography,Classes & Workshops,0.9181
"Karpenisi, Central Greece, Greece",16,Northern Lights (Aurora Borealis Viewing) Chasing with Photography in Fairbanks,Classes & Workshops,0.9179
"Karpenisi, Central Greece, Greece",17,Aurora Glass House – Northern Lights and Photos at Cleary Summit,Classes & Workshops,0.9177
"Karpenisi, Central Greece, Greece",18,First or Last Call Aurora Tour,Classes & Workshops,0.9175
"Karpenisi, Central Greece, Greece",19,Signature Ridge Top Mush,Classes & Workshops,0.9172
"Karpenisi, Central Greece, Greece",20,Reindeer Meet and Greet,__unk__,0.9169
"Buenos Aires, Argentina",1,Bolivia ( Uyuni Salt Flat ) & Peru ( Machupicchu by Car ) 15 Days,Transport,0.9032
"Buenos Aires, Argentina",2,Bicycle rental,Transport,0.9018
"Buenos Aires, Argentina",3,Salar de Uyuni from La Paz 2 days / Group service / Tourist Bus from La Paz,Transport,0.9009
"Buenos Aires, Argentina",4,Majestic Monuments and Paradise Beaches: Full Day,Transport,0.9007
"Buenos Aires, Argentina",5,8 Day Incredibles Machu Picchu - All Included- in Cusco,Transport,0.9
"Buenos Aires, Argentina",6,7- Days Cusco|| Sacred Valley || MachuPicchu || Rainbow Mountain || Humantay||,Transport,0.8996
"Buenos Aires, Argentina",7,7days- Cusco|| Sacred Valley || MachuPicchu || Rainbow Mountain || Humantay Lake,Transport,0.8996
"Buenos Aires, Argentina",8,7 days : Cusco Magic || Private Service || All Included ||,Transport,0.899
"Buenos Aires, Argentina",9,Multyday Lima Cusco tour- Andean Tresures,Transport,0.899
"Buenos Aires, Argentina",10,6 Days- Cusco || Sacred Valley || MachuPicchu || Maras Moray || Humantay Lake ||,Transport,0.899
"Buenos Aires, Argentina",11,Trek Choquequirao Cusco,Transport,0.8979
"Buenos Aires, Argentina",12,"3 Days Valpo, Visit Penguin Island & Winerys, Hotel & Transfers",Transport,0.8971
"Buenos Aires, Argentina",13,Dawn Of The Inca Empire 5 Days,Transport,0.897
"Buenos Aires, Argentina",14,Transfer Cusco Airport - Hotel or Train Station,Transport,0.8968
"Buenos Aires, Argentina",15,05 Day Taste Of Peru And Machu Picchu,Transport,0.8965
"Buenos Aires, Argentina",16,Transportation to Valle Nevado Ski Centers and Parque Farellones,Transport,0.8963
"Buenos Aires, Argentina",17,Inca Trail 4 days to Machupicchu,Transport,0.8958
"Buenos Aires, Argentina",18,Valparaiso and Viña del Mar - Full day tour,Transport,0.8956
"Buenos Aires, Argentina",19,"2 Days in Sacred Valley of the Incas Pisac, Museum, Moray, Maras and Ollantaytambo",Transport,0.8956
"Buenos Aires, Argentina",20,"Private Valparaiso, Horse Riding Sea Sand Dunes & BBQ",Transport,0.8956
"Ha Long, Quang Ninh Province, Vietnam",1,Sapa Motorbike Tour 2 Days 1 Night Off The Beaten Track,Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",2,From Sa Pa: 4 Day Ha Giang Loop Guided Motorbike Tour With Rider,Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",3,Sapa 3 Days Trek with 2 Nights Homestay,Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",4,Sapa 3 Day Trekking with 2 Nights Homestay,Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",5,"Sapa Dirt Bike 2 Days Tour Backroad, Get Off The Beaten Path",Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",6,Sapa vacation 3 days 2 night,Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",7,2-Day Motorbike Tour to Mu Cang Chai Loop from Sapa,Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",8,Sapa Open Air Jeep 2 Days 1 Night Get Off The Beaten Path,Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",9,From Sapa: 3 Day Ha Giang Loop Guided Motorbike Tour With Rider,Outdoor Activities,0.9873
"Ha Long, Quang Ninh Province, Vietnam",10,3 days 2 nights Ha Giang Loop Tour from Sapa by Motorbike or Car,Outdoor Activities,0.9872
"Ha Long, Quang Ninh Province, Vietnam",11,2 Day Private Tour from Sapa Waterfalls Villages and Hidden Gems,Outdoor Activities,0.9872
"Ha Long, Quang Ninh Province, Vietnam",12,Discover Ha Giang Loop From Sapa: Ultimate Adventure 5 Day Tour,Outdoor Activities,0.9872
"Ha Long, Quang Ninh Province, Vietnam",13,Sapa 2 Day Trekking with 1 Night Homestay,Outdoor Activities,0.9872
"Ha Long, Quang Ninh Province, Vietnam",14,"Private Sapa Motorbike Tour: 2 Days, Villages and Waterfalls",Outdoor Activities,0.9872
"Ha Long, Quang Ninh Province, Vietnam",15,2 Day Motorcycle tour to explore the real Mountain life,Outdoor Activities,0.987
"Ha Long, Quang Ninh Province, Vietnam",16,6-Day Motorbike Adventure: Sapa to Ha Giang Loop,Outdoor Activities,0.987
"Ha Long, Quang Ninh Province, Vietnam",17,From SAPA: Ha Giang Loop 4-Day Motorbike Tour,Outdoor Activities,0.987
"Ha Long, Quang Ninh Province, Vietnam",18,Hoang Kim Ha Giang Tours: A Journey Through Culture,Outdoor Activities,0.987
"Ha Long, Quang Ninh Province, Vietnam",19,"Asist From Ha Noi: 2 Day Ha Giang Loop Motorbike, Short Trekking",Outdoor Activities,0.987
"Ha Long, Quang Ninh Province, Vietnam",20,3 Days All Inclusive Strawberry Ha Giang Small Group Tour,Outdoor Activities,0.987
"Xi'an, Shaanxi, China",1,Discover the Tastes of Northern Norway A Culinary Adventure,Culinary,0.9204
"Xi'an, Shaanxi, China",2,Tromso Embrace the Spirits of the North Tasting Experience,Culinary,0.9203
"Xi'an, Shaanxi, China",3,Northern Lights Dinner Cruise,Culinary,0.92
"Xi'an, Shaanxi, China",4,Reindeer Camp Dinner with Chance of Northern Lights in Tromso,Culinary,0.9197
"Xi'an, Shaanxi, China",5,Reindeer feeding & Saami Culture with chance for Northern Lights,Culinary,0.9197
"Xi'an, Shaanxi, China",6,Northern Lights Basecamp Experience with Local Warm Meal,Culinary,0.9197
"Xi'an, Shaanxi, China",7,Northern Lights Husky Visit,Culinary,0.9197
"Xi'an, Shaanxi, China",8,Food Tasting and Culinary History Walk of Tromsø,Culinary,0.9197
"Xi'an, Shaanxi, China",9,Explore Tromso Kaldfjord by Sailboat,Culinary,0.9196
"Xi'an, Shaanxi, China",10,Snowmobile Adventure and Sami Experience in Tamok Valley,Culinary,0.9195
"Xi'an, Shaanxi, China",11,"Tromsø, Northern Lights and Wilderness Evening Catamaran Cruise",After Dark,0.919
"Xi'an, Shaanxi, China",12,"3 Hour Guided Food Walk Tour in Alesund, Norway",Culinary,0.919
"Xi'an, Shaanxi, China",13,COFFEE TIME IN OUR LÁVVU - Coffee the Sami way,Culinary,0.9189
"Xi'an, Shaanxi, China",14,Thai kokkekurset I Thai Cooking Class,Culinary,0.9187
"Xi'an, Shaanxi, China",15,Arctic Light Dinner Cruise with Fish Soup,Culinary,0.9185
"Xi'an, Shaanxi, China",16,Northern Light cruise on the vintage vessel MS Strønstad,After Dark,0.9185
"Xi'an, Shaanxi, China",17,A Local Culinary Adventure in Oslo,Culinary,0.9184
"Xi'an, Shaanxi, China",18,Oslo: Skyline in Winter With Fish Soup Cruise,Culinary,0.9184
"Xi'an, Shaanxi, China",19,The Nordic Bean to Bar Craft Chocolate Movement -Guided Tasting,Culinary,0.9181
"Xi'an, Shaanxi, China",20,Budget Northern Lights Experience Essential Aurora Chase,After Dark,0.918
"Palma de Mallorca, Balearic Islands, Spain",1,Whirling Dervishes Show at Hodjapasha Cultural Center in Istanbul,Family Friendly,0.936
"Palma de Mallorca, Balearic Islands, Spain",2,Whirling Dervishes Show at Hodjapasha Cultural Center in Istanbul,Family Friendly,0.9359
"Palma de Mallorca, Balearic Islands, Spain",3,Istanbul: Original Whirling Dervish Ceremony,Family Friendly,0.9355
"Palma de Mallorca, Balearic Islands, Spain",4,Cappadocia - Private 6 Days Motorcycle Adventure Tour,Outdoor Activities,0.9352
"Palma de Mallorca, Balearic Islands, Spain",5,Whirling Dervishes Show at Hodjapasha Cultural Center – Istanbul,Family Friendly,0.9338
"Palma de Mallorca, Balearic Islands, Spain",6,Whirling Dervishes Ceremony Experience in Istanbul,Family Friendly,0.9338
"Palma de Mallorca, Balearic Islands, Spain",7,Whirling Dervishes Ceremony & Cistern Entry Ticket,Family Friendly,0.9336
"Palma de Mallorca, Balearic Islands, Spain",8,Cappadocia Whirling Dervishes Sufi Show with Transfer,Family Friendly,0.9324
"Palma de Mallorca, Balearic Islands, Spain",9,Whirling Dervishes Show and Bosphorus Boat Tour,Family Friendly,0.9313
"Palma de Mallorca, Balearic Islands, Spain",10,Guided Scuba Diving Experience in Kusadasi,Outdoor Activities,0.931
"Palma de Mallorca, Balearic Islands, Spain",11,Crazy Sofa 15-Minutes Riding in Traganou Beach,Outdoor Activities,0.929
"Palma de Mallorca, Balearic Islands, Spain",12,Water Sport Airstream Experience in Super Paradise Beach,Outdoor Activities,0.9279
"Palma de Mallorca, Balearic Islands, Spain",13,Quad or Buggy Tour from Coral Bay to Lara Bay,Outdoor Activities,0.9279
"Palma de Mallorca, Balearic Islands, Spain",14,Stand Up Paddle Boarding Experience in Mykonos,Outdoor Activities,0.9249
"Palma de Mallorca, Balearic Islands, Spain",15,Water Tubing in Mykonos with Instructor and Speedboat Rider,Outdoor Activities,0.9249
"Palma de Mallorca, Balearic Islands, Spain",16,Banana Water Tubing in Super Paradise Beach Bay Mykonos,Outdoor Activities,0.9249
"Palma de Mallorca, Balearic Islands, Spain",17,6-Day Go Beyond Shangrila for Wine & Tibetan Culture of Yunnan,Tour And Sight Seeing,0.9239
"Palma de Mallorca, Balearic Islands, Spain",18,10 Days Essence of BHUTAN,Tour And Sight Seeing,0.9231
"Palma de Mallorca, Balearic Islands, Spain",19,11 Days Bhutan Majestic Jomolhari Loop Trek,Tour And Sight Seeing,0.9231
"Palma de Mallorca, Balearic Islands, Spain",20,6 days Glimpse Of Bhutan,Tour And Sight Seeing,0.9231
"Pune, Maharashtra, India",1,Yoga tour in Jaipur,Indoor Activities,0.9479
"Pune, Maharashtra, India",2,Stress Free Living Yoga Tour In Agra,Indoor Activities,0.9409
"Pune, Maharashtra, India",3,Mumbai To Alibaugh Ferry Tickets,Tour And Sight Seeing,0.9313
"Pune, Maharashtra, India",4,"Elephanta Caves Audio Guided Walking Tour, Mumbai on HopOn India App",Tour And Sight Seeing,0.9298
"Pune, Maharashtra, India",5,Dharavi Slum tour in Mumbai by local resident,Tour And Sight Seeing,0.9294
"Pune, Maharashtra, India",6,Dharavi Slum Tour in Mumbai: Untold Stories with Local Guide,Tour And Sight Seeing,0.9285
"Pune, Maharashtra, India",7,Audio Guided Tour – Mumbai Cricket Walk by HopOn India,Tour And Sight Seeing,0.9273
"Pune, Maharashtra, India",8,Dharavi Slum Walking Tour: Daily Life in Asia's Largest Slum,Tour And Sight Seeing,0.9272
"Pune, Maharashtra, India",9,4 Hour Slum Tour With Sightseeing in Mumbai,Tour And Sight Seeing,0.9268
"Pune, Maharashtra, India",10,Half Day City Tour of Mumbai - Highlights of City,Tour And Sight Seeing,0.9263
"Pune, Maharashtra, India",11,Dharavi Slum Tour – The Heartbeat of Mumbai,Tour And Sight Seeing,0.9262
"Pune, Maharashtra, India",12,Dharavi Stories Unfold,Tour And Sight Seeing,0.9262
"Pune, Maharashtra, India",13,1 + 1 Discover Valencia Self Guided Cycling- and Walking Tour,Tour And Sight Seeing,0.9261
"Pune, Maharashtra, India",14,Mumbai: Dharavi Slum & Dhobi Ghat Laundry Tour,Tour And Sight Seeing,0.926
"Pune, Maharashtra, India",15,Mumbai: Dhobi Ghat Laundry & Dharavi Slum Tour with a Local,Tour And Sight Seeing,0.926
"Pune, Maharashtra, India",16,Nariman Lighthouse Memorial & Museum,Tour And Sight Seeing,0.9259
"Pune, Maharashtra, India",17,Dharavi slum tour in Mumbai by Female tour guides of the slum,Tour And Sight Seeing,0.9259
"Pune, Maharashtra, India",18,Dharavi Slum Tour - See the real Slum with a Local Guide,Tour And Sight Seeing,0.9259
"Pune, Maharashtra, India",19,Tour of Dharavi Slum,Tour And Sight Seeing,0.9258
"Pune, Maharashtra, India",20,Backpackers Special - All In One Tour,Tour And Sight Seeing,0.9258
"Hangzhou, Zhejiang, China",1,Virtual Guided Tour: Visit China's Landscapes with Hollywood Movies,Tour And Sight Seeing,0.9501
"Hangzhou, Zhejiang, China",2,Romantic tour in Chongqing,Tour And Sight Seeing,0.9499
"Hangzhou, Zhejiang, China",3,The Best of Chongqing Walking Tour,Tour And Sight Seeing,0.9499
"Hangzhou, Zhejiang, China",4,The Best of Chengdu Walking Tour,Tour And Sight Seeing,0.9486
"Hangzhou, Zhejiang, China",5,The Best of Nanjing Walking Tour,Tour And Sight Seeing,0.9486
"Hangzhou, Zhejiang, China",6,Romantic Tour in Nanjing,Tour And Sight Seeing,0.9486
"Hangzhou, Zhejiang, China",7,ChongQing City night scenery cruise and hot pot,Tour And Sight Seeing,0.9484
"Hangzhou, Zhejiang, China",8,Exclusive Chengdu by Private Car: Giant Pandas & Leshan Buddha,Tour And Sight Seeing,0.9483
"Hangzhou, Zhejiang, China",9,Shanghai Era Theatre Acrobatics Show with Hotel Transfer,Tour And Sight Seeing,0.9482
"Hangzhou, Zhejiang, China",10,Shanghai Airport Elite VIP Express Service for Domestic Flight -SHA,Tour And Sight Seeing,0.9482
"Hangzhou, Zhejiang, China",11,"One Day Dazu Rock Carvings Tour in Chongqing, China",Tour And Sight Seeing,0.9482
"Hangzhou, Zhejiang, China",12,Chongqing Night Tour Sky Eye Observatory and River Cruise,Tour And Sight Seeing,0.9482
"Hangzhou, Zhejiang, China",13,Chengdu Giant Panda Base Private half day tour,Tour And Sight Seeing,0.9481
"Hangzhou, Zhejiang, China",14,Chongqing City Private Walking Tour Experience,Tour And Sight Seeing,0.948
"Hangzhou, Zhejiang, China",15,NOV & DEC Deals | Cirque Du Soleil Tickets + Radisson Blu Hotel,Tour And Sight Seeing,0.948
"Hangzhou, Zhejiang, China",16,Full Day Jinfo Mountain Tour,Tour And Sight Seeing,0.948
"Hangzhou, Zhejiang, China",17,The Best of Suzhou Walking Tour,Tour And Sight Seeing,0.9479
"Hangzhou, Zhejiang, China",18,Romantic Tour in Suzhou,Tour And Sight Seeing,0.9479
"Hangzhou, Zhejiang, China",19,Hangzhou X Show (Designed by Cirque De Soleil Group),Tour And Sight Seeing,0.9479
"Hangzhou, Zhejiang, China",20,Chongqing Port Transfer Service with Half-Day Tour and Hot Pot Dinner,Tour And Sight Seeing,0.9479
"Springdale, Utah, United States of America",1,Moab Mashup Scavenger Hunt,__unk__,0.9931
"Springdale, Utah, United States of America",2,"You-Drive 4x4 UTV Adventure–Hell’s Revenge & Fins N’ Things, Moab",__unk__,0.993
"Springdale, Utah, United States of America",3,One Hour Guided ATV Ride in Utah,__unk__,0.9926
"Springdale, Utah, United States of America",4,Moab’s Original Hummer Adventure: Hell’s Revenge Trail Experience,__unk__,0.992
"Springdale, Utah, United States of America",5,Moab’s Premier Sunset U-Drive UTV Hell’s Revenge Tour,__unk__,0.992
"Springdale, Utah, United States of America",6,Moab’s #1 Rated Guided U-Drive Hell’s Revenge Off-Road Tour,__unk__,0.992
"Springdale, Utah, United States of America",7,Hell’s Revenge Sunset Off-Road Hummer Adventure,__unk__,0.9918
"Springdale, Utah, United States of America",8,Two-Hour Hummer Safari,__unk__,0.9915
"Springdale, Utah, United States of America",9,Exciting and Scenic Off-Road Guided Tour of Moab's Backcountry!!!,__unk__,0.9914
"Springdale, Utah, United States of America",10,East Zion Brushy Cove Jeep Tour,__unk__,0.9914
"Springdale, Utah, United States of America",11,"2-Hour, 4-seat ATV Rental next to Bryce National Park",__unk__,0.9914
"Springdale, Utah, United States of America",12,Moab Splash and Dash Rafting Trip in Colorado River,__unk__,0.9914
"Springdale, Utah, United States of America",13,Fisher Towers Half-Day Rafting Day Trip from Moab,__unk__,0.9913
"Springdale, Utah, United States of America",14,2 Hours Guided UTV Tour in Moab Utah,__unk__,0.9913
"Springdale, Utah, United States of America",15,Morning Half-Day River Rafting Adventure,__unk__,0.9913
"Springdale, Utah, United States of America",16,Coral Pink Sand Dunes UTV and Big Foots Hideout Slot Canyon,__unk__,0.9912
"Springdale, Utah, United States of America",17,Zion National Park Limited Edition Bird Watching Tour,__unk__,0.9912
"Springdale, Utah, United States of America",18,Colorado River Rafting: Half-Day Morning at Fisher Towers,__unk__,0.9911
"Springdale, Utah, United States of America",19,"Sunset Tour, Moab, Off-road and Scenic Backcountry",__unk__,0.9911
"Springdale, Utah, United States of America",20,"Moab, UT Whitewater Rafting Castle Valley Half-Day Colorado River",__unk__,0.9911
"Albufeira, Faro District, Portugal",1,Private Sunset Yacht 2h Cruise from Albufeira Marina,Tour And Sight Seeing,0.9466
"Albufeira, Faro District, Portugal",2,Family Friendly Private tour of Seville,Tour And Sight Seeing,0.9451
"Albufeira, Faro District, Portugal",3,Private Coastline and Dolphins Yacht Cruise from Albufeira,Tour And Sight Seeing,0.945
"Albufeira, Faro District, Portugal",4,Private Sunset & Coast 3h,Tour And Sight Seeing,0.9435
"Albufeira, Faro District, Portugal",5,Private Afternoon Yacht Cruise from Albufeira Marina,Tour And Sight Seeing,0.9435
"Albufeira, Faro District, Portugal",6,Private Morning Yacht Cruise from Albufeira Marina,Tour And Sight Seeing,0.9434
"Albufeira, Faro District, Portugal",7,Private Benagil Kayak Tour (28 PAX),Tour And Sight Seeing,0.9427
"Albufeira, Faro District, Portugal",8,2h30 Private Sunset Catamaran Adventure in Albufeira,Tour And Sight Seeing,0.9417
"Albufeira, Faro District, Portugal",9,"5 Days Adventurous Wildlife Safari in Mole National Park, Ghana",__unk__,0.9417
"Albufeira, Faro District, Portugal",10,Algarve Private Sunset Yacht Charter in Albufeira,Tour And Sight Seeing,0.9411
"Albufeira, Faro District, Portugal",11,"3 Days Accra, kumasi, Cape Coast Tour",__unk__,0.9407
"Albufeira, Faro District, Portugal",12,Private Sunrise / Sunset - Benagil Cave tour from Armação de Pêra,Tour And Sight Seeing,0.9407
"Albufeira, Faro District, Portugal",13,Girls Hen Algarve Yacht Charter,Tour And Sight Seeing,0.9405
"Albufeira, Faro District, Portugal",14,Private Sunset Benagil Caves Tour,Tour And Sight Seeing,0.9397
"Albufeira, Faro District, Portugal",15,"Cape Coast Root ,History, & Active Adventure tour",__unk__,0.9395
"Albufeira, Faro District, Portugal",16,Half Day Private Luxury Yacht Marina Albufeira,Tour And Sight Seeing,0.9385
"Albufeira, Faro District, Portugal",17,"Day Visit to The C Resort, Prampram : Relax, Swim & Lunch",__unk__,0.9383
"Albufeira, Faro District, Portugal",18,PRIVATE Speed Boat Tour,Tour And Sight Seeing,0.9381
"Albufeira, Faro District, Portugal",19,Cape Coast Tour (Beyond The Return),__unk__,0.9376
"Albufeira, Faro District, Portugal",20,Private Car Service,__unk__,0.9376
"Playa del Carmen, Quintana Roo, Mexico",1,Adventure to the Homun Cenotes from Merida,Tour And Sight Seeing,0.9804
"Playa del Carmen, Quintana Roo, Mexico",2,Discover Maya Secrets: Valladolid & Cenote Adventure,Tour And Sight Seeing,0.9803
"Playa del Carmen, Quintana Roo, Mexico",3,Uxmal Mayan Ruins and Chocolate Museum Experience,Tour And Sight Seeing,0.9803
"Playa del Carmen, Quintana Roo, Mexico",4,Cenote Adventure: Suytun Oxman and Valladolid Town Tour,Tour And Sight Seeing,0.9802
"Playa del Carmen, Quintana Roo, Mexico",5,Adventure in Coloradas and Ría Lagartos and Cancunito,Tour And Sight Seeing,0.9802
"Playa del Carmen, Quintana Roo, Mexico",6,Tour in Las Coloradas from Mérida All Inclusive,Tour And Sight Seeing,0.9802
"Playa del Carmen, Quintana Roo, Mexico",7,Chichen Itza and Cenote Tour and ATV Adventure from Merida,Tour And Sight Seeing,0.9802
"Playa del Carmen, Quintana Roo, Mexico",8,"Maya Wonders Expedition: Chichén Itzá, Izamal & Ikil Cenote",Tour And Sight Seeing,0.9802
"Playa del Carmen, Quintana Roo, Mexico",9,"Yucatán's Hidden Gems: Suytun, Oxman & Colonial Valladolid",Tour And Sight Seeing,0.9801
"Playa del Carmen, Quintana Roo, Mexico",10,Celestun Beach and Mangrove Boat Ride from Merida,Tour And Sight Seeing,0.9801
"Playa del Carmen, Quintana Roo, Mexico",11,"Uxmal, Kabah and Chocolate Museum Tour from Mérida",Tour And Sight Seeing,0.9801
"Playa del Carmen, Quintana Roo, Mexico",12,Sisal Mangroves & Beach Expedition from Merida,Tour And Sight Seeing,0.9801
"Playa del Carmen, Quintana Roo, Mexico",13,Ake Ruins & Homun Cenotes Day Tour from Merida,Tour And Sight Seeing,0.98
"Playa del Carmen, Quintana Roo, Mexico",14,Uxmal & Kabah Mayan Ruins Day Trip,Tour And Sight Seeing,0.9799
"Playa del Carmen, Quintana Roo, Mexico",15,Chichén Itzá and the Enchantment of the Magical Towns in Merida Tour,Tour And Sight Seeing,0.9799
"Playa del Carmen, Quintana Roo, Mexico",16,Isla Columpios and Progreso Day Trip,Tour And Sight Seeing,0.9799
"Playa del Carmen, Quintana Roo, Mexico",17,Merida : Tour to Valladolid with Cenote Oxman and Suytun with food,Tour And Sight Seeing,0.9797
"Playa del Carmen, Quintana Roo, Mexico",18,"Coloradas, Ria Lagartos Boat Trip & One Natural Beach from Merida",Tour And Sight Seeing,0.9797
"Playa del Carmen, Quintana Roo, Mexico",19,"Mérida Tour: Chichén Itzá, Izamal, Valladolid & Cenote Xcajum",Tour And Sight Seeing,0.9796
"Playa del Carmen, Quintana Roo, Mexico",20,Sisal Mangroves Tour with Beach Visit and Local Experience,Tour And Sight Seeing,0.9796
"Glasgow, Scotland, United Kingdom",1,Skip the Line: Guray Museum Admission Ticket,Shows & Concerts,0.9271
"Glasgow, Scotland, United Kingdom",2,Zelve Open Air Museum Entry Ticket,Shows & Concerts,0.925
"Glasgow, Scotland, United Kingdom",3,Derinkuyu Underground City Entry Ticket,Shows & Concerts,0.9246
"Glasgow, Scotland, United Kingdom",4,Derinkuyu Underground City Entry Ticket,Shows & Concerts,0.9246
"Glasgow, Scotland, United Kingdom",5,Goreme Open Air Museum Entry Ticket,Shows & Concerts,0.9239
"Glasgow, Scotland, United Kingdom",6,Goreme Open Air Museum Skip-the-Ticket-Line Ticket,Shows & Concerts,0.9239
"Glasgow, Scotland, United Kingdom",7,Minneapolis to Minneapolis Airport (MSP) - Departure Private Transfer,__unk__,0.9194
"Glasgow, Scotland, United Kingdom",8,Minneapolis Airport (MSP) to Minneapolis - Arrival Private Transfer,__unk__,0.9194
"Glasgow, Scotland, United Kingdom",9,5-Day Escorted Anzac Tour from Istanbul,Tour And Sight Seeing,0.9192
"Glasgow, Scotland, United Kingdom",10,Biblical 10 Day Tour of the Seven Churches in Turkey,Tour And Sight Seeing,0.9191
"Glasgow, Scotland, United Kingdom",11,8 Days - Biblical Turkey,Tour And Sight Seeing,0.919
"Glasgow, Scotland, United Kingdom",12,6 Days In Depth Private Tour in Turkey,Tour And Sight Seeing,0.919
"Glasgow, Scotland, United Kingdom",13,14-Days Turkish Breeze with 4 Nights Iconic Aegeans,Tour And Sight Seeing,0.919
"Glasgow, Scotland, United Kingdom",14,Private 9 Day Tour from Istanbul in Turkey,Tour And Sight Seeing,0.919
"Glasgow, Scotland, United Kingdom",15,7 Day Private Western Turkey Tour From Istanbul,Tour And Sight Seeing,0.919
"Glasgow, Scotland, United Kingdom",16,9 Day Culture and History to Explore Turkey,Tour And Sight Seeing,0.919
"Glasgow, Scotland, United Kingdom",17,Turkey Highlights 10 Days Istanbul Cappadocia Ephesus Pamukkale,Tour And Sight Seeing,0.9189
"Glasgow, Scotland, United Kingdom",18,Heritage of the Southeast Tour by Plane,Tour And Sight Seeing,0.9189
"Glasgow, Scotland, United Kingdom",19,Turkey Package Tour: 11 Days Best of Turkey,Tour And Sight Seeing,0.9188
"Glasgow, Scotland, United Kingdom",20,Turkey Highlights 8 Days 7 Nights,Tour And Sight Seeing,0.9188
"Kyoto, Kyoto Prefecture, Japan",1,Crete: Knossos – Heraklion,Cultural,0.8829
